order_id,order_date,customer_id,total_price,product_id
4599,7/9/2024,6552,791.07,749
5814,1/25/2024,623,458.23,313
13995,4/1/2024,9198,110.03,929
2339,3/22/2024,9564,879.59,212
327,2/8/2024,2286,622.32,1872
3134,9/3/2024,1654,971.61,715
7228,1/15/2024,3086,723.82,588
14350,4/3/2024,9389,139.79,768
5177,1/28/2024,3480,873.1,811
7399,7/31/2024,5426,35.16,1021
2311,9/8/2024,3405,644.95,801
3794,6/4/2024,1047,793.91,1398
2973,4/5/2024,9587,439.5,556
5848,7/8/2024,1312,710.99,669
10284,10/9/2024,1889,845.49,605
10102,10/18/2024,4846,714.15,1465
9614,12/28/2023,9646,938.34,999
7853,3/28/2024,8814,80.33,1627
11068,3/4/2024,2748,871.94,883
8727,11/30/2023,6452,458.62,1176
8707,2/29/2024,7902,714.42,1759
10390,9/3/2024,2530,583.19,1551
12466,8/14/2024,625,724.06,546
1046,4/12/2024,6827,871.1,846
11460,12/28/2023,9681,999.24,1103
13993,11/9/2023,4685,227.35,1718
401,8/13/2024,1226,345.94,22
14755,2/6/2024,1386,544.75,910
14238,6/28/2024,4800,700.24,142
13783,6/3/2024,2604,922.57,868
1648,2/15/2024,4080,415.32,1247
3217,11/1/2024,9197,248.61,1926
3796,7/29/2024,9484,920.86,1033
2878,1/16/2024,9008,510.55,1959
4772,11/9/2023,4345,96.3,970
2636,9/14/2024,8097,947.89,277
3138,12/17/2023,9626,853.41,329
5540,3/8/2024,4134,596.82,162
196,2/18/2024,3484,950.76,1033
13368,2/1/2024,549,845.5,30
4968,2/16/2024,2784,792.98,144
12931,12/10/2023,9385,253.91,98
6530,9/5/2024,2298,963.12,1730
3441,8/31/2024,3565,999.09,87
2819,5/22/2024,1476,770.54,947
12087,3/26/2024,1273,833.01,1383
4459,11/2/2024,9260,413.03,443
7489,11/6/2023,1428,566.34,335
6230,3/1/2024,1193,107.5,1201
10439,12/11/2023,6574,985.22,1863
7715,4/19/2024,4591,921.14,428
408,12/26/2023,5481,251.99,499
641,10/13/2024,5270,997.77,1380
550,12/31/2023,376,117.62,483
13534,1/26/2024,5279,653.17,1296
14375,6/9/2024,8727,344.09,1964
6020,12/30/2023,1029,119.67,432
4237,11/8/2023,2424,63.74,724
12907,11/27/2023,4474,906.97,698
14560,4/3/2024,6675,35.74,1181
12057,11/23/2023,3026,77.34,1228
9730,4/14/2024,2362,955.23,1538
648,4/12/2024,7533,771.42,1062
5466,6/8/2024,3161,491.31,1979
9030,11/23/2023,6564,757.68,1914
14582,11/6/2023,8414,983.83,670
2245,8/3/2024,6132,944.53,545
2858,6/18/2024,2489,293.67,666
11046,6/17/2024,7630,841.68,1863
8100,3/6/2024,7862,669.31,1155
4957,7/8/2024,5013,276.72,1625
2533,3/10/2024,947,790.14,1007
1727,3/23/2024,4886,629.47,1353
13492,1/19/2024,2785,652.59,1397
7752,4/13/2024,2235,944.71,814
9990,8/12/2024,5066,899.19,1570
11241,7/10/2024,6645,966.61,1531
12372,8/11/2024,4530,492.04,125
4522,1/30/2024,3280,119.04,348
4789,1/12/2024,8477,448.96,1374
491,1/27/2024,7898,82.97,718
9088,6/22/2024,5476,393.27,147
9099,11/21/2023,9364,304.19,1747
10917,6/5/2024,1370,741.05,784
2232,2/7/2024,4214,454.32,1067
10234,1/24/2024,4583,553.35,559
12045,1/25/2024,4079,549.43,1599
8177,3/7/2024,8327,560.13,833
1891,6/10/2024,2296,193.49,1790
6448,1/10/2024,835,144.68,1643
9173,12/12/2023,5570,934.57,192
9243,2/1/2024,5248,623.36,524
9139,11/14/2023,7418,973.56,1724
3970,10/10/2024,8810,92.58,330
12118,10/5/2024,1903,398.86,1671
9807,5/2/2024,6385,295.21,917
4299,10/3/2024,2236,32.82,1533
14091,2/7/2024,7653,950.73,1585
235,4/25/2024,8757,67.76,797
2053,8/25/2024,7373,190.33,1410
12679,12/19/2023,3879,435.27,537
8027,9/30/2024,1073,95.4,43
12059,11/12/2023,4751,494.64,39
10745,3/29/2024,8848,829.15,377
12212,5/5/2024,7302,996.07,568
1701,10/17/2024,168,363.61,1413
11402,3/16/2024,1418,298.66,1643
9780,12/21/2023,4287,402.1,599
1465,7/5/2024,374,258.54,1818
13764,7/27/2024,5866,610.75,1183
13704,3/3/2024,8096,292.3,1012
10280,4/19/2024,6564,562.7,1228
3504,9/24/2024,9695,419.55,1661
14893,9/26/2024,2086,779.18,948
13974,12/19/2023,9078,406.3,980
10848,2/14/2024,793,74.79,1947
3480,4/25/2024,4106,281.02,669
11778,9/27/2024,8319,997.92,424
13767,5/15/2024,4978,451.07,1832
3168,6/22/2024,5977,434.33,51
8301,7/26/2024,7956,83.19,176
9783,7/6/2024,591,685.72,935
6077,4/15/2024,6838,29.6,953
3667,8/18/2024,4780,921.81,1063
4112,6/18/2024,6255,306.44,954
6240,4/11/2024,7507,204.15,282
73,8/29/2024,4202,892.69,#N/A
7019,1/21/2024,2945,66.63,1542
7301,12/24/2023,4261,76.79,1808
1686,12/15/2023,4509,438.36,1057
9179,8/2/2024,8822,724.06,595
13881,4/23/2024,5828,939.8,307
11071,7/11/2024,6349,471.69,1364
14528,10/25/2024,9084,266.73,1396
3355,10/17/2024,4227,564.12,1806
5915,1/21/2024,6696,292.23,242
275,1/17/2024,4137,531.5,369
11960,10/18/2024,4667,103.87,382
6205,3/21/2024,6421,889.87,741
8386,8/4/2024,4777,973.1,3
11955,5/4/2024,2178,58.26,1118
8883,1/28/2024,9148,646.77,1527
10438,2/24/2024,3652,671.62,151
7619,4/11/2024,8161,267.26,1255
500,8/17/2024,8341,73.13,506
7198,2/11/2024,7070,57.14,76
7023,9/6/2024,2768,541.66,348
5660,6/29/2024,1133,28.56,52
13674,2/16/2024,1169,36.26,1282
4188,11/19/2023,1137,332.27,869
14319,10/4/2024,4342,297.23,492
14267,4/20/2024,1122,885.71,286
6751,4/28/2024,8443,882.84,49
12054,12/29/2023,3361,102.48,1325
9465,10/10/2024,5678,24.58,1716
3029,7/19/2024,7284,664.86,1275
798,10/8/2024,3293,827.36,1571
6325,1/2/2024,9048,548.07,1662
2074,3/17/2024,5566,102.35,1444
13526,9/20/2024,6604,450.84,877
5226,4/12/2024,5699,320.63,1688
10182,4/14/2024,7815,292.74,1872
1732,12/14/2023,7985,914.01,999
1595,10/31/2024,1847,494.85,394
1660,2/4/2024,6503,372.86,1823
6204,4/7/2024,676,549.02,1318
195,3/14/2024,6236,821.41,#N/A
9773,10/29/2024,2601,128.81,852
5083,8/14/2024,6701,226.17,1446
9705,3/6/2024,9433,526.31,941
7605,10/24/2024,4840,565.55,630
10406,9/13/2024,8839,68.84,1154
6232,4/30/2024,5133,524.4,1704
10205,4/19/2024,6102,641.16,1157
9342,12/1/2023,6809,345.35,161
7299,12/2/2023,8639,439.62,1514
246,7/25/2024,6824,179.11,#N/A
5189,5/24/2024,2220,24.44,509
5854,9/12/2024,1356,483.56,232
5029,11/23/2023,4197,912.06,791
8809,12/15/2023,9783,366.93,1124
8656,1/4/2024,8779,737.66,1465
11589,10/1/2024,4046,224.3,631
483,8/11/2024,3240,556.46,1732
1417,7/25/2024,1161,692.27,681
3529,7/29/2024,2268,64.31,522
10217,5/11/2024,6815,820.38,1404
1401,6/1/2024,2836,445.58,790
14780,7/26/2024,4330,941.55,1886
14491,5/15/2024,4032,987.83,1515
9960,8/1/2024,697,909.9,1806
14323,9/28/2024,7813,986.83,1272
932,1/1/2024,1763,458.15,583
8458,4/22/2024,7890,822.36,631
7823,3/9/2024,9261,440.72,518
8393,8/3/2024,2820,105.38,1576
7984,2/4/2024,4105,175.47,1799
3478,2/2/2024,1104,953.38,1912
3485,5/29/2024,1540,144.47,1154
1683,8/11/2024,8043,173.84,505
404,3/17/2024,8556,843.03,48
10250,11/2/2024,5435,49.41,335
4970,4/22/2024,4970,476.72,598
13791,10/31/2024,9188,405.01,695
3985,9/12/2024,9600,670.09,1171
4915,5/11/2024,3230,767.83,1636
10082,3/21/2024,6140,92.03,1644
8322,8/22/2024,5039,273.68,1222
4762,5/26/2024,4743,849.85,1484
9180,3/26/2024,4499,787.86,1120
606,6/7/2024,9309,923.72,733
4856,9/8/2024,4590,888.6,1196
3256,2/21/2024,9409,152.66,1016
4776,9/14/2024,3805,721.28,756
1410,1/3/2024,6787,892.62,1383
1657,12/1/2023,578,854.44,1318
9541,5/23/2024,4549,340.95,98
2573,10/14/2024,7210,565.68,1975
255,9/19/2024,6305,413.43,#N/A
5927,8/4/2024,3691,768.11,1869
12666,2/18/2024,5653,468.79,410
7180,12/11/2023,2957,987.45,548
10435,3/5/2024,3259,908.44,1908
12448,2/29/2024,7939,213.64,972
5592,12/22/2023,951,135.48,1123
5344,5/21/2024,3879,59.44,1108
10345,5/23/2024,3446,217.59,774
11093,9/4/2024,964,937.96,169
4829,1/3/2024,6456,476.04,1167
121,11/7/2023,4774,883.89,#N/A
10372,3/1/2024,6852,907.87,1861
7790,1/12/2024,2122,283.85,1775
857,12/8/2023,2104,36.94,1025
7895,7/23/2024,2928,767.12,1713
3907,4/30/2024,3042,998.53,1556
3453,2/8/2024,5723,240.36,945
14704,5/3/2024,9310,655.69,1044
4420,5/6/2024,6044,543.42,1018
9516,5/15/2024,8267,205.42,1517
5622,2/3/2024,7527,507.24,306
12141,4/25/2024,9036,438.76,193
8999,2/26/2024,3959,305.09,154
13721,10/29/2024,4511,684.36,846
13107,10/27/2024,1658,189,967
4987,2/23/2024,423,181.19,1970
8320,7/4/2024,5487,664.03,724
784,12/22/2023,9073,133.01,1445
11403,2/20/2024,6774,65.4,626
11821,5/4/2024,4185,966.03,1959
4469,1/11/2024,6845,225.32,1430
6492,1/3/2024,2087,669.57,691
13155,6/22/2024,6272,737.9,976
10687,3/12/2024,2500,509.7,1230
11378,8/20/2024,64,49.48,1241
6374,8/23/2024,9964,520.7,1688
5257,2/22/2024,139,676.87,1841
8660,7/11/2024,3427,456.86,550
9536,8/14/2024,6247,712.64,1066
4534,7/15/2024,3633,607.74,984
50,7/21/2024,6894,695.19,#N/A
8142,2/12/2024,7671,76.69,1811
13282,1/4/2024,3167,842.77,1091
6616,11/10/2023,8594,797.63,833
4510,12/25/2023,3321,792.1,865
14833,3/28/2024,911,293.07,1490
278,6/17/2024,2534,530.99,#N/A
9091,10/20/2024,2295,380.26,161
3282,11/17/2023,1470,351.74,960
6511,9/4/2024,3898,468.45,618
4412,8/17/2024,966,523.27,885
7604,5/9/2024,1365,917.43,87
2693,6/17/2024,2325,145.7,760
2192,8/28/2024,5451,475.27,876
13113,2/23/2024,3960,369.54,1260
13589,1/8/2024,1011,614.53,672
7906,7/17/2024,3872,571.6,906
14198,10/25/2024,2215,20.46,1186
5500,5/4/2024,6383,653.79,1005
8500,1/27/2024,8968,641.3,513
975,10/8/2024,5812,554.3,669
2094,3/28/2024,1598,560.43,1753
13717,12/20/2023,5055,753.02,1277
10011,9/4/2024,2613,948.23,1732
5931,1/25/2024,4232,433.39,778
9385,4/6/2024,5497,798.49,752
1196,11/1/2024,8547,498.37,1406
10772,7/14/2024,7053,40.72,973
2309,7/26/2024,557,832.71,1129
8427,9/2/2024,9688,673.49,498
10910,12/18/2023,6690,922.53,736
2953,2/1/2024,6657,96.75,747
3077,11/2/2024,3748,893.46,41
12690,2/24/2024,1933,437.37,1453
2072,2/15/2024,2640,53.64,755
4342,2/14/2024,9536,900.52,37
13872,5/25/2024,4430,280.2,256
3859,10/22/2024,2399,314.97,1966
9892,3/16/2024,8220,388.97,1531
7809,1/17/2024,9424,63.41,144
6963,10/22/2024,534,380.76,77
13632,1/15/2024,4113,255.02,567
8918,7/24/2024,2947,420.1,746
5123,2/20/2024,6384,289.13,177
2940,5/23/2024,9936,809.09,1642
13403,5/15/2024,1353,56.66,380
10827,11/8/2023,9276,809.72,1839
5646,11/10/2023,8995,888.17,322
9149,7/13/2024,216,622.5,804
12082,5/13/2024,2853,279.44,1539
13690,11/23/2023,1445,617.66,546
5614,10/31/2024,8268,163.57,415
12682,1/23/2024,5676,517.38,501
7737,4/15/2024,3088,92.26,697
13466,9/9/2024,9927,694.35,18
7458,10/3/2024,6513,283.48,28
8769,1/3/2024,6001,963.4,639
13514,1/25/2024,9150,564.2,1981
6582,8/9/2024,1116,942.49,23
7584,6/18/2024,9021,309.72,768
13647,6/8/2024,8150,794.94,1698
9206,9/15/2024,6294,940.43,1959
12962,5/18/2024,1619,804.79,1560
5372,11/2/2024,7069,512.12,1867
5352,6/9/2024,9076,826.68,1062
3996,1/18/2024,4326,640,986
142,9/14/2024,6463,990.41,#N/A
6617,3/11/2024,4601,811.98,1508
11422,2/20/2024,4356,797,1014
4246,8/8/2024,7173,925.67,1652
2441,10/2/2024,4587,581.08,1233
306,1/23/2024,5254,588.22,#N/A
3950,9/10/2024,3424,951.6,219
13207,8/25/2024,7291,942.1,1252
40,8/20/2024,5369,463.28,#N/A
12174,6/7/2024,5458,805.11,1806
5595,9/4/2024,80,419.01,1580
1606,9/20/2024,2669,839,1919
752,6/30/2024,837,945.52,160
580,3/7/2024,5148,928.38,1540
11623,5/13/2024,2565,578.2,1178
6526,8/20/2024,3067,674.87,1954
2411,5/13/2024,1335,947.98,1501
7417,4/15/2024,7172,333.46,1072
3692,8/26/2024,8666,358.7,1530
14294,5/18/2024,2068,930.99,1548
11704,2/24/2024,5558,675.91,35
8196,8/17/2024,1619,416.1,218
11697,5/24/2024,1493,784.04,1403
3659,2/25/2024,8291,566.69,372
4224,7/24/2024,8209,872.81,713
11762,5/17/2024,598,471.71,1729
307,9/9/2024,8538,142.43,#N/A
5222,9/18/2024,25,58.87,1643
6131,8/26/2024,6357,645.42,1098
13553,3/17/2024,3815,108.23,1752
1236,7/9/2024,3378,513.89,1820
12049,1/2/2024,4509,79.92,1937
12498,5/27/2024,9177,245.74,1197
154,7/8/2024,9086,528.62,#N/A
10473,5/6/2024,3903,202.52,1997
9978,8/21/2024,4618,888.96,1814
10415,11/13/2023,7708,580.69,556
4919,1/1/2024,7997,750.57,1147
9980,5/23/2024,2169,58.31,489
3994,11/7/2023,5959,880,1976
14410,8/25/2024,9124,890.71,1110
1869,6/18/2024,9702,93.04,44
11030,2/15/2024,9651,319.5,1100
7710,3/23/2024,7222,732.92,738
372,12/11/2023,6194,696.56,#N/A
2278,1/3/2024,9578,661.58,527
1165,8/23/2024,595,930.7,823
14944,1/6/2024,4239,152.72,1561
5570,9/27/2024,3178,794.58,853
7616,3/27/2024,7905,584.5,1061
5371,5/4/2024,4017,214.9,1349
8912,10/29/2024,8593,777.46,276
9928,12/10/2023,4815,388.93,1061
12253,8/16/2024,3349,989.4,1172
187,5/31/2024,1496,817.94,#N/A
1455,11/22/2023,4490,579.57,1364
13405,11/19/2023,3541,754.34,1022
12450,5/22/2024,2169,418.16,1716
3830,2/16/2024,2531,80.45,1457
5609,9/22/2024,6744,718.9,740
4730,12/28/2023,8123,850.8,684
14568,1/17/2024,2171,233.86,824
2745,5/30/2024,2759,585.95,1727
6087,11/10/2023,9737,592.3,1409
794,11/30/2023,308,493.38,163
14969,12/23/2023,8611,517.07,346
8790,2/14/2024,9970,425.7,1619
9296,11/23/2023,8920,805.14,436
14849,5/15/2024,8301,358.7,1308
7678,4/23/2024,7549,965.69,1935
2132,7/8/2024,3028,74.91,1864
6974,7/7/2024,3141,961.14,587
11394,10/17/2024,3088,120.23,914
6721,12/4/2023,6588,76.69,1802
3033,10/15/2024,4703,853.13,171
9544,8/13/2024,1302,598.57,194
36,3/24/2024,402,411.69,#N/A
8194,5/9/2024,2904,993.09,580
10633,10/22/2024,1674,505.59,1889
4811,2/29/2024,6736,548.48,1312
663,10/9/2024,782,271.69,1573
11640,12/1/2023,6036,32.55,129
693,6/15/2024,8468,332.11,1320
359,4/17/2024,546,136.46,#N/A
11412,3/24/2024,4826,160.4,127
558,10/10/2024,4971,284.07,405
7836,9/1/2024,336,857.6,310
3554,9/22/2024,8299,739.5,1252
8451,10/26/2024,9580,932.64,996
14790,6/17/2024,1541,944.32,239
11969,6/10/2024,8549,211.82,1136
132,9/27/2024,4460,891.77,#N/A
7962,2/16/2024,7773,956.85,316
11106,3/11/2024,8441,873.16,465
15000,1/8/2024,9490,898.16,1522
10242,7/4/2024,5587,735.05,1821
4407,3/28/2024,9230,567.11,1681
4604,7/2/2024,7209,509.04,497
4871,4/11/2024,9522,64.37,84
6318,2/4/2024,2599,268.91,1887
12547,12/15/2023,1700,592.23,796
11523,4/7/2024,7246,750.22,1343
10877,10/26/2024,3175,236.77,625
846,4/14/2024,2857,593.59,452
13939,6/9/2024,8737,371.53,318
4022,2/15/2024,5693,630.56,908
14299,7/11/2024,5955,665.27,1525
11714,12/10/2023,6267,227.85,331
4607,12/8/2023,3446,728.86,1473
2678,7/6/2024,5540,59.99,948
13604,4/22/2024,8480,842.96,781
11887,8/29/2024,9342,905.07,614
11910,4/30/2024,3877,910.97,874
4817,3/10/2024,6836,71.32,1903
7082,7/8/2024,5714,557.04,1008
12090,5/16/2024,1609,719.63,1277
3874,10/1/2024,6052,516.86,1296
7391,8/18/2024,455,529.33,937
2898,2/5/2024,7313,883.68,1546
10266,6/3/2024,5340,228.84,1692
2231,5/2/2024,6041,597.5,848
12191,6/15/2024,8397,866.12,440
7437,3/4/2024,9181,818.78,780
11964,6/29/2024,9449,380.08,105
630,8/23/2024,9650,184.22,1359
4529,7/10/2024,8735,477.11,1312
14050,10/27/2024,4845,141.21,554
11139,12/23/2023,6296,389.71,498
10525,9/14/2024,1284,95.12,1204
5902,6/15/2024,8854,576.34,240
6575,6/26/2024,8329,501.63,1986
7841,2/10/2024,9661,163.91,861
11576,4/5/2024,9082,641.06,858
14307,8/20/2024,9289,586.11,1928
3072,12/5/2023,1298,713.13,329
2610,1/31/2024,9171,988.95,679
6849,3/28/2024,3314,634.27,318
2552,1/7/2024,5796,227.42,1850
8956,4/22/2024,9704,952.07,1606
8069,4/20/2024,9594,270.98,1261
3776,5/20/2024,3937,755.7,1270
9015,9/4/2024,5072,764.63,1807
9719,5/17/2024,8437,937.86,163
1321,5/19/2024,4808,699.66,1838
5651,7/8/2024,3833,349.39,560
4273,9/19/2024,7488,655.06,462
10094,10/11/2024,5114,806.73,1762
13518,2/18/2024,9160,291.22,11
9539,12/1/2023,1461,125.43,1878
9119,9/17/2024,9408,264.11,407
7063,10/15/2024,1463,571.22,1090
14430,9/1/2024,8330,903.23,554
7225,8/19/2024,8363,381.94,642
2866,1/10/2024,8591,685.68,814
1617,11/17/2023,3323,743.46,406
4455,3/23/2024,506,914.62,943
7351,11/4/2024,2187,731,207
7346,12/29/2023,4675,877.44,1142
1754,11/26/2023,7365,948.12,1032
10808,6/2/2024,1555,751.53,1030
14946,4/14/2024,5250,170.67,1684
396,10/29/2024,8434,160.77,#N/A
8562,3/18/2024,3149,737.04,1767
13218,7/19/2024,3833,460.28,1108
2359,7/19/2024,5432,697.66,1784
11233,9/16/2024,7093,310.97,1169
9759,5/23/2024,3402,676.7,1789
11264,2/14/2024,2496,540.44,123
5615,2/2/2024,2447,45.19,848
4308,8/26/2024,9407,45.22,40
4617,8/5/2024,6071,872.58,242
1015,2/2/2024,3897,618.46,891
4739,7/17/2024,2716,967.6,1950
2387,11/22/2023,3337,60.65,513
434,4/9/2024,6712,420.3,#N/A
3154,12/2/2023,4283,448.33,1521
12056,3/6/2024,1811,71.99,1416
2013,2/23/2024,2972,187.75,382
2168,8/19/2024,1530,653.62,135
4372,7/1/2024,3335,146.96,765
7592,3/30/2024,4967,777.16,1240
226,6/5/2024,5417,331.45,#N/A
5883,6/3/2024,4781,63.97,871
3522,11/17/2023,7275,756.19,713
11535,1/13/2024,3597,310.75,1451
7230,7/15/2024,5614,629.07,1208
10909,11/12/2023,5308,454.47,1551
2863,10/19/2024,9835,855.34,478
127,9/3/2024,7615,227.64,#N/A
1310,8/21/2024,1638,729.63,1074
7819,12/28/2023,1892,992.92,1557
988,1/26/2024,9623,216.07,156
12738,12/24/2023,9018,932.94,1170
4878,10/1/2024,7157,241.75,998
10405,5/22/2024,599,852.44,496
7585,2/3/2024,6470,694.22,779
4984,11/5/2023,2343,611.94,1888
9808,4/10/2024,2547,560.29,1942
12864,5/27/2024,31,767.41,719
10030,8/28/2024,3426,741.85,743
11738,10/18/2024,6092,611.91,481
5721,1/8/2024,4681,687.03,418
8169,6/9/2024,19,716.13,1409
13359,2/13/2024,5272,149.37,1034
12159,6/21/2024,8059,702.53,1099
10332,10/14/2024,9491,979.01,1901
10218,7/18/2024,3947,574.23,1766
13637,11/29/2023,1721,662.59,1657
10888,12/31/2023,2269,508.66,1513
8236,10/10/2024,2485,213.88,784
778,8/10/2024,3751,672.15,1725
6560,6/20/2024,1864,545.34,1835
10191,11/18/2023,839,204.08,895
12194,11/24/2023,5572,610.83,747
7731,9/29/2024,169,291.9,191
5327,8/23/2024,9285,242.6,1196
4833,1/12/2024,7427,360.05,918
14509,6/11/2024,6287,344.6,1061
4911,9/1/2024,6402,439.59,1178
3123,6/16/2024,3384,579.06,1985
6666,8/27/2024,3372,531.65,394
4940,4/15/2024,3227,101.89,1288
2005,2/2/2024,3102,536.58,1982
965,5/4/2024,7580,699.62,1610
4931,2/23/2024,6895,390.56,991
12333,10/8/2024,6454,164.48,807
14083,7/14/2024,3019,612.65,1883
5259,3/25/2024,9519,381.25,928
14004,5/5/2024,1539,685.74,173
5116,4/18/2024,776,995.96,1175
7599,7/29/2024,813,790.01,1692
10742,5/22/2024,2610,620.89,962
8300,4/18/2024,4204,467.16,1007
11490,6/23/2024,794,437.69,1148
12617,9/7/2024,7255,879.89,1573
7765,12/5/2023,5103,295.24,631
10080,6/12/2024,3626,687.37,1026
8370,7/8/2024,6335,596.24,1104
3527,11/16/2023,2232,576.48,1601
381,12/7/2023,5868,846.04,#N/A
4131,12/21/2023,1656,891.38,1822
3349,2/17/2024,7761,770.19,1532
1841,8/1/2024,3895,384.53,354
14202,9/29/2024,3909,870.48,1894
9461,2/11/2024,1394,943.38,1977
7159,11/17/2023,9816,945.92,1047
11723,12/17/2023,1252,100.08,1084
6847,8/20/2024,5545,135.4,648
12795,3/31/2024,4792,491.38,722
14621,7/10/2024,8529,666.37,1122
967,6/15/2024,3193,88.95,673
14931,4/2/2024,4334,156.4,71
3244,3/2/2024,472,182.8,117
7539,2/26/2024,9024,83.99,743
3880,4/2/2024,8972,40.69,1691
5707,2/11/2024,6476,782.57,1975
8768,10/8/2024,904,101.41,1067
10929,5/2/2024,9316,833.44,1708
8617,10/22/2024,9733,386.24,845
10272,6/9/2024,3485,398.71,331
6290,5/3/2024,6839,470.58,1260
3719,1/31/2024,6173,133.69,1185
13957,11/24/2023,5887,299.62,875
10304,6/18/2024,8617,404.18,1270
12611,8/25/2024,451,558.67,701
9623,11/21/2023,7008,528.85,1707
4505,11/23/2023,8427,857.86,1030
11748,3/3/2024,5391,806.05,1507
12015,11/3/2024,7171,833.71,408
492,11/29/2023,5234,658.8,#N/A
4004,4/23/2024,5281,633.88,775
12064,6/24/2024,6,778.15,1419
7330,12/22/2023,6826,515.87,908
3425,7/4/2024,9520,800.42,1362
12514,7/11/2024,3027,796.8,300
7900,6/11/2024,8421,753.14,1168
4008,10/8/2024,9968,127.96,1874
10626,9/17/2024,4244,823.78,671
1907,12/20/2023,1217,365.09,503
6572,11/13/2023,4327,934.29,623
